Interpret,Titel,Album,L‰nge,Jahr,Genre,Bewertung,Bitrate,Pfad,Medium
"Khoper' Lala i Kuz'minov Aleks","Bilet v odnu storonu","Slezy lyubvi","3:50",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\78. Hoper Lala i Kuz.minov Aleksey - Bilet v odnu storonu.mp3",""
"Vitalik Vitamin & Milena","Blizhe k delu (Dance Mix)","Piratskaj stancij","3:33",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\097 Vitalik Vitamin & Milena - Blizhe k delu (Dance Mix).mp3",""
"Kesha","Blow (Justin Sane Remix)","Piratskaj stancij","4:38",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\094 Kesha - Blow (Justin Sane Remix).mp3",""
"Dima Bushmelev","B'oetsya Serdce Dlya Tebya","HitNastSummer","3:39",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\46.  Dima Bushmelev - B'oetsya Serdce Dlya Tebya .mp3",""
"E.V.A","Bogi celuyutsya","VzrHitParOtRusRad","3:05",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\150. E.V.A - Bogi celuyutsya.mp3",""
"Timur Rodrigez","Bolen Toboi","DiskKurort","3:33",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\115. Timur Rodrigez - Bolen Toboi.mp3",""
"Rico Bernasconi vs Sasha Dith","Bollywood (Saxo Club Mix)","Piratskaj stancij","5:20",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\114 Rico Bernasconi vs Sasha Dith - Bollywood (Saxo Club Mix).mp3",""
"Nyusha","Bol'no","LetoNaMuzTV","3:31",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\25 Nyusha - Bol'no.mp3",""
"Nyusha","Bol'no","VzrHitParOtRusRad","3:31",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\020. Nyusha - Bol'no.mp3",""
"Nyusha (Niusha)","Bol'no (DFM Rmx)","XXXLVes2011","3:01",2011,"Pop",50,320,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\04 Nyusha (Niusha) - Bol'no (DFM Rmx).mp3",""
"Nyusha","Bol'no (DJ DreamTim Official Extended Version)","Piratskaj stancij","4:13",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\025 Nyusha - Bol'no (DJ DreamTim Official Extended Version).mp3",""
"Siatria","Bolshe ne nado","DiskKurort","3:50",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\041. Siatria - Bolshe ne nado.mp3",""
"Siatria","Bol'she Ne Nado","Tanceval_Dinamika","3:51",2011,"Pop",50,320,"K:\studio\musik\2011\_lat\_pop\Tanceval_Dinamika\19. Siatria - Bol'she Ne Nado.mp3",""
"Lady Gaga","Born This Way","DiskKurort","4:18",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\104. Lady Gaga - Born This Way.mp3",""
"Lady Gaga","Born This Way","Vse Zvezdy 2011","4:19",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\002_Lady Gaga - Born This Way.mp3",""
"Lady GaGa","Born This Way (Alessio Silvestro Remix)","Piratskaj stancij","6:00",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\022 Lady GaGa - Born This Way (Alessio Silvestro Remix).mp3",""
"Alessia","Boro Na Sou Po","Vse Zvezdy 2011","3:35",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\180_Alessia - Boro Na Sou Po.mp3",""
"Big Time Rush","Boyfriend","Vse Zvezdy 2011","3:19",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\178_Big Time Rush - Boyfriend.mp3",""
"Brooklyn Bounce","Bring It Back","DiskKurort","3:37",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\038. Brooklyn Bounce - Bring It Back.mp3",""
"Arash & Helena","Broken Angel","DiskKurort","3:10",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\012. Arash & Helena - Broken Angel.mp3",""
"Arash feat. Helena","Broken Angel (Dj Aligator & Weekend Wonderz Radio Mix)","Piratskaj stancij","2:58",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\038 Arash feat. Helena - Broken Angel (Dj Aligator & Weekend Wonderz Radio Mix).mp3",""
"Arash feat. Helena","Broken Angel (Dj Aligator vs. Weekend Wonders Remix Radio Edit)","Vse Zvezdy 2011","2:58",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\191_Arash feat. Helena - Broken Angel (Dj Aligator vs. Weekend Wonders Remix Radio Edit).mp3",""
"Tim Berg","Bromance (Aviciis Arena Radio Edit)","Piratskaj stancij","3:37",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\142 Tim Berg - Bromance (Aviciis Arena Radio Edit).mp3",""
"Elka","Brosaj","LetoNaMuzTV","3:03",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\86 Elka - Brosaj.mp3",""
"Elka","Brosaj","Tanceval_Dinamika","3:06",2011,"Pop",40,320,"K:\studio\musik\2011\_lat\_pop\Tanceval_Dinamika\15. ®lka - Brosaj.mp3",""
"Elka","Brosaj","VzrHitParOtRusRad","3:03",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\147. Elka - Brosaj.mp3",""
"Sunsay","Bud' Slabee Menya","LetoNaMuzTV","3:50",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\47 Sunsay - Bud' Slabee Menya.mp3",""
"Pachulya","Budu Lyubit' (DJ Cosmo Radio Remix)","Piratskaj stancij","3:24",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\101 Pachulya - Budu Lyubit' (DJ Cosmo Radio Remix).mp3",""
"Gr. Banzaj","Budu S Toboj","XXXLVes2011","3:47",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\55 Gr. Banzaj - Budu S Toboj.mp3",""
"Miron feat. Nastya Omargalieva","Budu s toboj (Sergi Bits feat. RJ Remix)","VzrHitParOtRusRad","3:21",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\094. Miron feat. Nastya Omargalieva - Budu s toboj (Sergi Bits feat. RJ Remix).mp3",""
"Miron feat. Nastya Omargalieva","Budu s toboy (Sergi Bits feat. RJ Remix)","Piratskaj stancij","3:21",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\069 Miron feat. Nastya Omargalieva - Budu s toboj (Sergi Bits feat. RJ Remix).mp3",""
"Marta","Budu tvoej","VzrHitParOtRusRad","3:31",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\087. Marta - Budu tvoej.mp3",""
"Mohombi","Bumpy Ride","DiskKurort","3:51",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\124. Mohombi - Bumpy Ride.mp3",""
"Mohombi","Bumpy Ride","Vse Zvezdy 2011","3:42",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\024_Mohombi - Bumpy Ride.mp3",""
"Linkin Park","Burning In The Skies","Vse Zvezdy 2011","4:13",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\006_Linkin Park - Burning In The Skies.mp3",""
"Shapiro Aleksandr","Bylo  bylo  bylo","Slezy lyubvi","3:59",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\89. SHapiro Aleksandr - Bylo  bylo  bylo.mp3",""
"Katy Perry feat. Snoop Dogg","California Gurls (Mstrkrft Remix)","Tanceval_Dinamika","4:02",2011,"Pop",20,320,"K:\studio\musik\2011\_lat\_pop\Tanceval_Dinamika\12. Katy Perry feat. Snoop Dogg - California Gurls (Mstrkrft Remix).mp3",""
"Aggro Santos Feat. Kimberly Wyatt","Candy","DiskKurort","3:00",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\030. Aggro Santos Feat. Kimberly Wyatt - Candy.mp3",""
"Bastian Van Shield vs. Spencer &amp; Hill","Cantina (William Hawk &amp; Chico Del Mar Video Edit)","Vse Zvezdy 2011","2:38",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\150_Bastian Van Shield vs. Spencer &amp; Hill - Cantina (William Hawk &amp; Chico Del Mar Video Edit).mp3",""
"T.I ft Christina Aguilera","Castle Walls","DiskKurort","5:29",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\164. T.I ft Christina Aguilera - Castle Walls.mp3",""
"Aleksej Vorob'ev","Celuj menya","HitNastSummer","2:41",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\60.  Aleksej Vorob'ev - Celuj menya .mp3",""
"Aleksej Vorob'ev","Celuj menya","VzrHitParOtRusRad","2:41",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\097. Aleksej Vorob'ev - Celuj menya.mp3",""
"Evgeniya Feofilaktova","Chernaya Pantera","HitNastSummer","3:06",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\44.  Evgeniya Feofilaktova - Chernaya Pantera .mp3",""
"Calvin West","Children (Extended Mix)","Piratskaj stancij","5:30",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\014 Calvin West - Children (Extended Mix).mp3",""
"Inusa Dawuda,Sebastian Courtier","Children Of The Night","DiskKurort","3:55",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\090. Inusa Dawuda,Sebastian Courtier - Children Of The Night.mp3",""
"Sluckij Igor'","CHto est. schast.e","Slezy lyubvi","3:46",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\58. Sluczkiy Igor. - CHto est. schast.e.mp3",""
"Sergej Solncev","Chudesa Byvayut","HitNastSummer","3:27",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\66.  Sergej Solncev - Chudesa Byvayut .mp3",""
"Sergej Solncev","Chudesa Byvayut","Vse Zvezdy 2011","3:26",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\057_Sergej Solncev - Chudesa Byvayut.mp3",""
"Sergej Solncev","Chudesa Byvayut","VzrHitParOtRusRad","3:26",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\127. Sergej Solncev - Chudesa Byvayut.mp3",""
"Nyusha","Chudo","DiskKurort","4:26",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\131. Nyusha - Chudo.mp3",""
"Potap i Nastya Kamenskikh","Chumachechaya Vesna","HitNastSummer","3:16",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\69.  Potap i Nastya Kamenskikh - Chumachechaya Vesna .mp3",""
"Potap i Nastya Kamenskikh","Chumachechaya vesna","MuzDlyaMol4","3:16",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\82 Potap i Nastya Kamenskikh - Chumachechaya vesna.mp3",""
"Potap i Nastya Kamenskikh","Chumachechaya vesna","SamSHikNaPer","3:16",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\92 Potap i Nastya Kamenskikh - Chumachechaya vesna.mp3",""
"Potap i Nastya Kamenskikh","Chumachechaya vesna","VzrHitParOtRusRad","3:14",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\025. Potap i Nastya Kamenskikh - Chumachechaya vesna.mp3",""
"Potap i Nastya Kamenskikh","Chumachechaya Vesna (Tipa Dj's Remix)","Piratskaj stancij","3:23",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\033 Potap i Nastya Kamenskikh - Chumachechaya Vesna (Tipa Dj's Remix).mp3",""
"Vinokurov Mark","CHuzhaya zhenshhina","Slezy lyubvi","4:07",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\81. Vinokurov Mark - CHuzhaya zhenshhina.mp3",""
"Yudin Pasha","CHuzhaya zhenshhina","Slezy lyubvi","4:08",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\75. YUdin Pasha  - CHuzhaya zhenshhina.mp3",""
"Radi Slavy","Clishkom malo slov","MuzDlyaMol4","4:25",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\11 Radi Slavy - Clishkom malo slov.mp3",""
"Radi Slavy","Clishkom malo slov","SamSHikNaPer","4:25",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\11 Radi Slavy - Clishkom malo slov.mp3",""
"Radi Slavy","Clishkom malo slov","VzrHitParOtRusRad","4:26",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\001. Radi Slavy - Clishkom malo slov.mp3",""
"David Guetta Ft. Flo Rida","Club Cant Handle Me","DiskKurort","3:52",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\184. David Guetta Ft. Flo Rida - Club Cant Handle Me.mp3",""
"Tiesto vs Diplo feat. Busta Rhymes","C'Mon (Catch 'Em By Surprise)","Piratskaj stancij","3:31",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\169 Tiesto vs Diplo feat. Busta Rhymes - C'Mon (Catch 'Em By Surprise).mp3",""
"Nicole Scherzinger feat. Mohombi","Coconut Tree","Vse Zvezdy 2011","3:35",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\120_Nicole Scherzinger feat. Mohombi - Coconut Tree.mp3",""
"Sarah Connor","Cold As Ice","DiskKurort","6:09",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\152. Sarah Connor - Cold As Ice.mp3",""
"Sarah Connor","Cold As Ice (PH Electro Remix)","Piratskaj stancij","3:53",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\122 Sarah Connor - Cold As Ice (PH Electro Remix).mp3",""
"DJ Galla","Come Vorrei","Vse Zvezdy 2011","4:10",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\108_DJ Galla - Come Vorrei.mp3",""
"Nelly Furtado &amp; Elton John","Crocodile Rock","Vse Zvezdy 2011","3:24",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\174_Nelly Furtado &amp; Elton John - Crocodile Rock.mp3",""
"Pendulum","Crush (Radio Edit)","Vse Zvezdy 2011","3:21",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\096_Pendulum - Crush (Radio Edit).mp3",""
"Ottawan","D.I.S.C.O (Double Deejays &  Silver N.Mix)","Piratskaj stancij","5:00",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\028 Ottawan - D.I.S.C.O (Double Deejays &  Silver N.Mix).mp3",""
"Blik Aleksandr","Dachnyy sezon","Slezy lyubvi","3:27",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\09. Blik Aleksandr - Dachnyy sezon.mp3",""
"A. Malinin","Daj Mne Bozhe","XXXLVes2011","4:24",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\70 A. Malinin - Daj Mne Bozhe.mp3",""
"Denis Majdanov","Daj mne ogon'","HitNastSummer","4:07",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\02.  Denis Majdanov - Daj mne ogon' .mp3",""
"DJ Kefir & Ed Samoilov","Dal'she Ya","Piratskaj stancij","3:07",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\067 DJ Kefir & Ed Samoilov - Dal'she Ya.mp3",""
"Clubhunter","Dance Dance (Turbotronic Radio Edit)","Piratskaj stancij","3:37",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\102 Clubhunter - Dance Dance (Turbotronic Radio Edit).mp3",""
"E-Base feat. Maya Azucena","Dance Now (Radio Edit)","Vse Zvezdy 2011","3:20",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\182_E-Base feat. Maya Azucena - Dance Now (Radio Edit).mp3",""
"Miranda Cosgrove","Dancing Crazy","Vse Zvezdy 2011","3:38",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\094_Miranda Cosgrove - Dancing Crazy.mp3",""
"Serebro","Davai derzhatsya za ruki","DiskKurort","4:10",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\009. Serebro - Davai derzhatsya za ruki.mp3",""
"Serebro","Davaj derzhat'sya za ruki","HitNastSummer","4:13",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\87.  Serebro - Davaj derzhat'sya za ruki .mp3",""
"Serebro","Davaj derzhat'sya za ruki","MuzDlyaMol4","4:13",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\24 Serebro - Davaj derzhat'sya za ruki.mp3",""
"Serebro","Davaj derzhat'sya za ruki","SamSHikNaPer","4:13",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\24 Serebro - Davaj derzhat'sya za ruki.mp3",""
"Serebro","Davaj derzhat'sya za ruki","VzrHitParOtRusRad","4:13",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\138. Serebro - Davaj derzhat'sya za ruki.mp3",""
"Domino","Davaj Rastvorimsya","LetoNaMuzTV","3:01",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\49 Domino - Davaj Rastvorimsya.mp3",""
"Dmitrij Bikbaev i 4post","Davaj ubezhim","VzrHitParOtRusRad","3:45",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\116. Dmitrij Bikbaev i 4post - Davaj ubezhim.mp3",""
"Dmitrij Bikbaev i post","Davaj ubezhim","HitNastSummer","3:45",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\43.  Dmitrij Bikbaev i post - Davaj ubezhim .mp3",""
"Aleksandr Barykin","Davaj zhivi","VzrHitParOtRusRad","3:46",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\145. Aleksandr Barykin - Davaj zhivi.mp3",""
"Serebro","Davay derzhat'sya za ruki (Valentine Khaynus Remix)","Piratskaj stancij","5:07",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\121 Serebro - Davaj derzhat'sya za ruki (Valentine Khaynus Remix).mp3",""
"DJ Kuba & Ne!tan","Deejay Deejay (Gianni Kosta Radio Edit)","Piratskaj stancij","3:06",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\118 DJ Kuba & Ne!tan - Deejay Deejay (Gianni Kosta Radio Edit).mp3",""
"Vintazh","Delai mne bolno","DiskKurort","4:09",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\071. Vintazh - Delai mne bolno.mp3",""
"Vintazh","Delaj mne bol'no","Vse Zvezdy 2011","4:08",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\003_Vintazh - Delaj mne bol'no.mp3",""
"Vintazh","Delaj Mne Bol'no, No Tol'ko Ne Ukhodi","HitNastSummer","4:08",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\05.  Vintazh - Delaj Mne Bol'no, No Tol'ko Ne Ukhodi .mp3",""
"DJ Slon feat. Katya","Del'finy","Vse Zvezdy 2011","2:42",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\165_DJ Slon feat. Katya - Del'finy.mp3",""
"Monako","Delo moe","VzrHitParOtRusRad","3:08",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\073. Monako - Delo moe.mp3",""
"VIA GRA","Den bez tebya","DiskKurort","3:35",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\121. VIA GRA - Den bez tebya.mp3",""
"Via Gra","Den' bez tebya","HitNastSummer","3:34",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\00.  Via Gra - Den' bez tebya .mp3",""
"VIA Gra","Den' bez tebya","MuzDlyaMol4","3:32",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\04 VIA Gra - Den' bez tebya.mp3",""
"VIA Gra","Den' bez tebya","SamSHikNaPer","3:32",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\84 VIA Gra - Den' bez tebya.mp3",""
"Via Gra","Den' bez tebya","VzrHitParOtRusRad","3:34",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\176. Via Gra - Den' bez tebya.mp3",""
"Manyasha","Den'gi","SamSHikNaPer","3:10",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\89 Manyasha - Den'gi.mp3",""
"Manyasha","Den'gi","VzrHitParOtRusRad","3:11",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\083. Manyasha - Den'gi.mp3",""
"Robbie Rivera","Departures (Radio Edit)","Vse Zvezdy 2011","3:38",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\152_Robbie Rivera - Departures (Radio Edit).mp3",""
"Edward Maya ft Vika Jigulina","Desert Rain","DiskKurort","4:05",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\070. Edward Maya ft Vika Jigulina - Desert Rain.mp3",""
"Mark Knight","Devil Walking (Original Club Mix)","Tanceval_Dinamika","4:38",2011,"Pop",30,320,"K:\studio\musik\2011\_lat\_pop\Tanceval_Dinamika\04. Mark Knight - Devil Walking (Original Club Mix).mp3",""
"Kandur Igor'","Devochka","Slezy lyubvi","3:41",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\56. Kandur Igor. - Devochka.mp3",""
"Sergei Zhukov","Devochka iz proshlogo","DiskKurort","3:28",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\111. Sergei Zhukov - Devochka iz proshlogo.mp3",""
"DiO.fil'my","Devochka Olya","VzrHitParOtRusRad","3:49",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\103. DiO.fil'my - Devochka Olya.mp3",""
"DiOfil'my","Devochka Olya","HitNastSummer","3:49",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\75.  DiOfil'my - Devochka Olya .mp3",""
"Vse vklyucheno","Devochka stolichnaya","HitNastSummer","3:19",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\22.  Vse vklyucheno - Devochka stolichnaya .mp3",""
"Vse vklyucheno","Devochka stolichnaya (novaya versiya)","Vse Zvezdy 2011","3:18",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\135_Vse vklyucheno - Devochka stolichnaya (novaya versiya).mp3",""
"Aleksej Chumakov","Devochka, devushka, zhenschina","MuzDlyaMol4","3:56",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\12 Aleksej Chumakov - Devochka, devushka, zhenschina.mp3",""
"Aleksej Chumakov","Devochka, devushka, zhenschina","SamSHikNaPer","3:56",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\12 Aleksej Chumakov - Devochka, devushka, zhenschina.mp3",""
"Svyatoslav Bakh","Devochka-koketochka","MuzDlyaMol4","5:47",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\64 Svyatoslav Bakh - Devochka-koketochka.mp3",""
"Svyatoslav Bakh","Devochka-koketochka","SamSHikNaPer","5:47",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\64 Svyatoslav Bakh - Devochka-koketochka.mp3",""
"Svyatoslav Bakh","Devochka-koketochka","Vse Zvezdy 2011","5:46",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\171_Svyatoslav Bakh - Devochka-koketochka.mp3",""
"Mondotek ft. Carlprit","Digiben","DiskKurort","6:07",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\126. Mondotek ft. Carlprit - Digiben.mp3",""
"Mohombi Feat Akon","Dirty Situation (2 AM Twisted Electro Club Remix)","Piratskaj stancij","5:45",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\108 Mohombi Feat Akon - Dirty Situation (2 AM Twisted Electro Club Remix).mp3",""
"Ani Lorak","Dlya tebya","DiskKurort","2:54",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\003. Ani Lorak - Dlya tebya.mp3",""
"Ani Lorak","Dlya tebya","Slezy lyubvi","2:55",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\23. Ani Lorak - Dlya tebya.mp3",""
"D. Sumskaya","Dlya Tebya","XXXLVes2011","3:51",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\73 D. Sumskaya - Dlya Tebya.mp3",""
"Propaganda","Do Luny na metro (DJ Pomeha Dance remix)","MuzDlyaMol4","3:22",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\74 Propaganda - Do Luny na metro (DJ Pomeha Dance remix).mp3",""
"Propaganda","Do Luny na metro (DJ Pomeha Dance remix)","SamSHikNaPer","3:22",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\34 Propaganda - Do Luny na metro (DJ Pomeha Dance remix).mp3",""
"Vlad Sokolovskii","Do nebes","DiskKurort","2:39",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\077. Vlad Sokolovskii - Do nebes.mp3",""
"Vlad Sokolovskij","Do nebes","Vse Zvezdy 2011","2:38",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\015_Vlad Sokolovskij - Do nebes.mp3",""
"Vlad Sokolovskij","Do nebes","VzrHitParOtRusRad","2:38",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\055. Vlad Sokolovskij - Do nebes.mp3",""
"Verka Serdyuchka","Dolce & Gabbana","DiskKurort","3:56",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\157. Verka Serdyuchka - Dolce & Gabbana.mp3",""
"Verka Serdyuchka","Dolce & Gabbana (Flash K Electro Remix)","Piratskaj stancij","5:52",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\029 Verka Serdyuchka - Dolce & Gabbana (Flash K Electro Remix).mp3",""
